gene,control_rep2,exp_rep1,control_rep1,exp_rep2,exp_rep3,control_rep3
ENSG00000237964.3,0,0,0,0,0,0
ENSG00000144331.20,486,310,599,298,344,718
ENSG00000213126.2,0,0,0,0,0,0
ENSG00000221240.1,0,0,0,0,0,0
ENSG00000280636.1,0,0,0,0,0,0
ENSG00000202216.2,0,0,0,0,0,0
ENSG00000163510.14,3109,4292,3693,4070,3218,4402
ENSG00000270289.1,0,0,0,0,0,0
ENSG00000225258.1,0,0,0,0,0,0
ENSG00000281131.1,0,1,0,1,0,0
ENSG00000279559.1,0,0,0,0,0,0
ENSG00000226564.1,65,67,86,86,132,103
ENSG00000236667.1,0,0,0,0,0,0
ENSG00000170035.16,6108,7777,7139,7677,7983,8409
ENSG00000236153.1,0,1,0,1,0,0
ENSG00000238171.1,0,2,0,0,0,0
ENSG00000234663.7,3,8,9,8,16,3
ENSG00000266705.1,0,0,0,0,0,0
ENSG00000289389.1,0,0,0,0,0,0
ENSG00000226681.1,0,0,0,0,0,0
ENSG00000115232.14,301,230,313,260,250,353
ENSG00000188452.15,145,105,165,78,108,206
ENSG00000162992.5,1908,1173,2351,1030,1609,2617
ENSG00000234595.1,4,1,4,1,2,8
ENSG00000225570.1,0,0,0,0,0,0
ENSG00000223873.1,0,0,0,1,0,3
ENSG00000221023.1,0,0,0,0,0,0
ENSG00000260742.1,4,15,7,9,6,12
ENSG00000138434.17,3655,5330,4627,5468,3907,5297
ENSG00000150722.11,170,162,196,180,168,222
ENSG00000213958.2,15,16,13,24,24,22
ENSG00000222418.1,0,0,0,0,0,0
ENSG00000115252.19,59,44,63,58,53,58
ENSG00000287536.1,0,0,0,0,0,0
ENSG00000242121.3,0,0,0,0,0,0
ENSG00000077232.19,18853,24327,21478,21900,18242,25447
ENSG00000232430.1,0,0,0,0,0,0
ENSG00000212404.1,0,0,0,0,0,0
ENSG00000162998.5,5571,1726,5199,1966,4422,6818
ENSG00000207178.1,0,0,0,0,0,0
ENSG00000061676.16,17511,22865,21466,21786,18727,24693
ENSG00000202141.1,0,0,0,0,0,0
ENSG00000221498.1,0,0,0,0,0,0
ENSG00000231203.1,85,88,84,112,156,84
ENSG00000162999.13,120,149,173,142,121,151
ENSG00000224643.5,0,0,0,0,0,0
ENSG00000163002.13,1219,1374,1263,1352,1270,1641
ENSG00000272800.3,23,26,26,17,14,26
ENSG00000287621.1,0,0,0,1,0,1
ENSG00000213120.3,3,7,2,1,3,1
ENSG00000177855.8,55,49,56,50,64,69
ENSG00000286879.1,0,0,0,0,0,0
ENSG00000234172.1,0,0,0,0,0,0
ENSG00000286807.1,0,0,0,0,0,0
ENSG00000286152.1,0,0,0,0,0,0
ENSG00000286980.1,0,0,0,0,0,0
ENSG00000266808.1,0,0,0,0,0,0
ENSG00000283839.3,0,0,0,0,0,0
ENSG00000170396.9,7,16,15,16,10,8
ENSG00000237824.2,0,0,0,0,0,0
ENSG00000286797.1,110,149,151,146,118,157
ENSG00000225406.1,5,0,0,0,2,1
ENSG00000231646.6,0,4,1,5,2,1
ENSG00000212581.1,0,0,0,1,0,1
ENSG00000226747.6,16,14,12,10,13,15
ENSG00000188738.16,178,268,244,274,155,266
ENSG00000287129.1,2,1,0,1,0,0
ENSG00000224019.1,0,1,0,1,0,2
ENSG00000237877.8,38,41,38,61,35,46
ENSG00000226410.1,0,0,0,2,1,0
ENSG00000232568.2,0,0,1,0,0,0
ENSG00000259915.2,3,1,2,0,2,1
ENSG00000227692.1,5,4,7,4,4,9
ENSG00000065548.18,8165,9486,9337,9735,8535,11312
ENSG00000224323.2,0,0,0,3,0,0
ENSG00000138448.13,15305,21808,17932,17983,14782,19932
ENSG00000227227.1,2,0,1,2,0,0
ENSG00000144369.14,753,1020,873,941,860,1082
ENSG00000163012.4,0,0,2,0,0,0
ENSG00000226553.1,2,0,0,1,1,0
ENSG00000224063.6,14,51,9,59,44,15
ENSG00000222845.1,0,0,0,0,0,0
ENSG00000199626.1,0,0,0,0,0,0
ENSG00000064989.13,77,97,86,99,111,88
ENSG00000231739.2,0,0,0,0,0,0
ENSG00000003436.16,1340,2213,1973,2351,1452,2120
ENSG00000231689.3,1,1,2,0,0,0
ENSG00000235616.1,0,0,0,1,1,0
ENSG00000289205.2,0,0,0,0,0,0
ENSG00000213115.2,0,0,0,0,0,0
ENSG00000200650.1,0,0,0,0,0,0
ENSG00000144366.17,2803,4161,3706,3501,2934,3837
ENSG00000207951.1,0,0,0,0,0,0
ENSG00000223523.1,0,0,0,0,0,0
ENSG00000174325.6,0,0,0,0,0,0
ENSG00000168542.17,1796,19840,10125,35018,14138,7795
ENSG00000221502.1,0,0,0,0,0,0
ENSG00000283238.1,0,0,0,0,0,0
ENSG00000284180.1,0,0,0,0,0,0
ENSG00000204262.14,3358,5893,4789,6497,4713,5065
ENSG00000228073.1,0,0,0,1,0,0
ENSG00000264725.1,0,0,0,0,0,0
ENSG00000213601.3,0,0,0,0,0,0
ENSG00000288866.1,4,2,1,6,1,4
ENSG00000115368.10,5246,6116,6088,6340,5998,7146
ENSG00000233996.1,0,2,0,1,0,0
ENSG00000287418.1,0,0,0,0,0,0
ENSG00000138449.11,2419,1934,2995,2353,2716,3432
ENSG00000276828.1,0,0,0,0,0,0
ENSG00000138381.10,2330,2815,2620,2637,2563,3275
ENSG00000286053.2,0,0,0,0,1,0
ENSG00000286165.1,0,0,0,0,0,0
ENSG00000151687.15,55,81,73,88,59,83
ENSG00000128694.12,610,855,679,829,631,924
ENSG00000253559.1,17,16,19,16,13,15
ENSG00000273240.1,5,6,6,5,5,4
ENSG00000128699.14,2447,3273,2668,3011,2726,3284
ENSG00000064933.19,3113,3869,3732,3735,3371,4502
ENSG00000187699.10,177,183,196,174,171,227
ENSG00000223824.1,0,0,1,1,1,0
ENSG00000204253.4,179,263,231,223,275,323
ENSG00000213110.2,0,1,1,0,1,0
ENSG00000138379.5,1,4,4,1,2,4
ENSG00000198130.16,3225,3990,3839,3836,3515,4461
ENSG00000151689.13,1967,2803,2134,2709,2296,2605
ENSG00000151690.15,2411,3423,2916,3131,2944,3517
ENSG00000272979.1,10,12,4,13,16,14
ENSG00000290089.1,3,3,3,4,3,6
ENSG00000189362.12,668,1040,849,959,782,985
ENSG00000233654.2,78,83,91,68,78,92
ENSG00000251935.1,0,0,0,0,0,0
ENSG00000284052.1,35,42,41,55,45,51
ENSG00000138386.17,4364,6194,5041,5029,5022,5796
ENSG00000228509.7,3,9,5,7,9,16
ENSG00000235852.1,7,8,16,14,11,15
ENSG00000115419.14,8900,14076,12028,13581,8737,12795
ENSG00000115415.21,11267,12099,12979,11670,11729,15780
ENSG00000229023.1,1,1,1,0,4,2
ENSG00000230686.1,0,0,0,0,0,0
ENSG00000231858.5,3,2,0,0,0,0
ENSG00000138378.19,164,67,125,68,118,184
ENSG00000288064.1,0,0,0,0,0,0
ENSG00000207402.1,0,0,0,0,0,0
ENSG00000280083.1,3,5,2,4,4,5
ENSG00000230611.1,3,2,7,2,6,3
ENSG00000227542.1,33,64,62,63,57,65
ENSG00000128641.19,21888,29591,26178,28525,22449,30062
ENSG00000252130.1,0,0,0,0,0,3
ENSG00000288900.1,0,0,2,0,1,0
ENSG00000173559.15,994,1802,1292,1604,1031,1466
ENSG00000274845.1,0,0,0,0,0,0
ENSG00000288582.2,0,0,0,0,0,0
ENSG00000225884.3,0,0,0,0,0,0
ENSG00000168497.5,34,72,43,73,80,47
ENSG00000233766.8,0,0,2,0,1,3
ENSG00000213946.3,3,4,3,4,6,2
ENSG00000144339.12,143,93,150,122,152,149
ENSG00000229395.1,0,0,0,0,0,0
ENSG00000232227.5,0,0,0,0,0,0
ENSG00000227418.6,0,0,0,0,0,2
ENSG00000226242.1,0,0,0,0,0,0
ENSG00000278406.1,0,0,0,0,0,0
ENSG00000286358.1,92,159,88,156,84,89
ENSG00000232658.1,0,0,0,0,0,0
ENSG00000235218.2,0,0,0,0,0,0
ENSG00000224219.1,0,0,0,0,0,0
ENSG00000286868.1,146,154,142,166,148,202
ENSG00000260142.1,7,4,10,5,5,2
ENSG00000224670.1,0,0,0,0,0,0
ENSG00000215043.2,0,0,0,0,0,0
ENSG00000236695.1,0,0,0,0,0,0
ENSG00000225539.9,0,0,0,0,1,0
ENSG00000225394.1,0,0,0,0,0,0
ENSG00000286539.1,0,0,0,0,0,0
ENSG00000276123.1,0,0,0,0,0,0
ENSG00000252517.1,0,0,0,0,0,0
ENSG00000230173.1,0,0,0,0,0,0
ENSG00000235056.1,0,0,0,0,0,0
ENSG00000224099.2,0,1,0,0,0,0
ENSG00000271893.1,0,0,0,0,0,0
ENSG00000202206.1,0,0,0,0,0,0
ENSG00000223466.2,0,0,0,0,0,0
ENSG00000234919.1,0,0,0,0,0,0
ENSG00000196950.14,11044,15025,13829,14744,12145,15124
ENSG00000213107.2,0,0,0,0,0,0
ENSG00000201813.1,0,0,0,1,0,0
ENSG00000118997.14,124,130,95,138,85,118
ENSG00000203435.2,0,1,5,6,1,1
ENSG00000227878.2,0,0,0,0,0,0
ENSG00000081320.11,1246,1867,1345,1643,1326,1522
ENSG00000272211.1,1,1,4,2,0,4
ENSG00000138411.13,761,623,993,513,698,1068
ENSG00000229056.2,7,16,13,31,21,10
ENSG00000276200.1,0,0,0,0,0,0
ENSG00000282836.1,0,3,1,0,0,1
ENSG00000144395.18,324,406,386,429,313,416
ENSG00000252923.1,0,0,0,0,0,0
ENSG00000119041.11,5457,6372,6428,6429,5674,7377
ENSG00000187944.5,1,6,3,2,0,5
ENSG00000280176.1,0,1,0,0,0,0
ENSG00000197121.15,3043,4457,3872,4106,3233,4164
ENSG00000065413.20,73,49,72,71,61,87
ENSG00000225636.1,1,0,0,0,0,0
ENSG00000224442.1,0,0,0,0,0,0
ENSG00000231621.3,2,0,0,0,0,0
ENSG00000236977.1,0,0,0,0,0,0
ENSG00000230482.1,0,0,0,0,0,0
ENSG00000225979.1,0,0,0,0,0,0
ENSG00000213104.3,36,24,33,50,44,41
ENSG00000115524.17,28719,35158,34231,37248,30200,40326
ENSG00000202434.1,0,0,0,0,0,0
ENSG00000206836.1,0,0,0,0,1,0
ENSG00000115520.9,1164,1637,1413,1548,1364,1658
ENSG00000144381.18,94976,111698,107526,104848,105613,131216
ENSG00000115541.11,7742,8762,8559,9257,9127,10062
ENSG00000270757.1,26,31,28,28,15,27
ENSG00000115540.15,2391,3260,2836,2633,2641,3297
ENSG00000231699.1,1,0,0,3,0,0
ENSG00000162944.11,40,50,62,33,82,92
ENSG00000287858.1,1,0,1,1,3,1
ENSG00000222017.1,0,0,1,1,0,0
ENSG00000247626.5,1270,1489,1443,1545,1535,1778
ENSG00000152430.19,1,0,4,0,0,2
ENSG00000115896.17,2071,618,2313,609,1509,2902
ENSG00000286020.1,0,0,0,0,0,0
ENSG00000237035.1,0,0,0,0,0,0
ENSG00000236653.3,0,0,0,0,0,0
ENSG00000225421.2,0,0,0,0,0,1
ENSG00000231557.1,0,0,0,0,0,0
ENSG00000230407.1,0,0,0,0,0,0
ENSG00000238698.1,0,0,0,0,0,0
ENSG00000119042.18,313,343,369,359,353,458
ENSG00000257045.1,0,0,0,0,0,0
ENSG00000225953.5,10,16,16,28,22,23
ENSG00000238217.7,0,0,0,0,1,0
ENSG00000213938.3,4,4,5,2,6,6
ENSG00000226124.10,22,31,27,34,24,31
ENSG00000232732.11,7,5,3,4,3,3
ENSG00000227004.2,0,0,0,0,0,0
ENSG00000240302.3,0,0,0,0,0,0
ENSG00000178074.6,1844,2493,2149,2006,1999,2539
ENSG00000162971.11,875,1139,1054,1083,966,1184
ENSG00000162972.11,1353,1578,1473,1564,1536,1760
ENSG00000287027.1,0,0,2,1,2,0
ENSG00000196141.14,9400,12713,10901,11972,10749,12750
ENSG00000201649.1,0,0,0,0,0,0
ENSG00000287299.1,28,54,45,50,40,44
ENSG00000155729.13,537,722,600,747,601,781
ENSG00000163535.18,2632,2839,2921,2773,2667,3556
ENSG00000138356.14,677,642,827,751,668,1035
ENSG00000244301.8,0,2,0,1,0,0
ENSG00000284084.1,0,0,0,0,0,0
ENSG00000290905.1,0,0,0,0,0,0
ENSG00000237166.4,0,0,2,0,1,1
ENSG00000243478.10,0,0,0,0,0,0
ENSG00000291279.1,0,0,0,0,0,0
ENSG00000290906.1,0,0,0,0,0,0
ENSG00000201737.1,0,0,0,0,0,0
ENSG00000230408.3,1,0,3,0,2,0
ENSG00000082153.18,22499,27611,25617,26749,24759,30655
ENSG00000207116.1,0,0,0,0,0,0
ENSG00000224346.1,0,0,0,0,1,1
ENSG00000223092.1,0,0,1,0,0,0
ENSG00000013441.17,1135,1542,1452,1784,1206,1708
ENSG00000252759.1,0,0,0,2,1,1
ENSG00000240344.10,748,998,877,1000,768,1036
ENSG00000201499.1,0,0,0,0,0,0
ENSG00000196290.17,2091,2453,2448,2617,2505,2903
ENSG00000252916.1,2,3,2,3,3,3
ENSG00000115942.9,3841,5278,4596,5176,4560,5448
ENSG00000183308.6,1,1,10,3,8,5
ENSG00000155744.10,803,1254,1120,1083,765,1039
ENSG00000225695.1,30,45,38,46,58,51
ENSG00000226658.1,0,0,0,0,0,0
ENSG00000119013.10,1858,2511,2428,2472,2450,2865
ENSG00000252148.1,0,1,0,0,0,0
ENSG00000273975.1,0,0,0,0,0,2
ENSG00000232719.1,0,0,0,0,2,0
ENSG00000224672.4,0,0,0,0,0,0
ENSG00000003402.21,2654,4065,3355,3974,2702,3777
ENSG00000232133.1,0,1,0,1,3,2
ENSG00000226312.7,4,6,4,8,3,9
ENSG00000238829.1,0,1,2,0,0,1
ENSG00000235579.1,0,0,1,1,0,2
ENSG00000234431.2,0,0,0,0,0,0
ENSG00000003400.16,797,1306,1014,1185,861,1110
ENSG00000227348.1,0,0,0,0,0,1
ENSG00000225796.2,0,0,0,3,0,0
ENSG00000235318.3,0,0,0,0,0,0
ENSG00000064012.24,833,1595,1079,1518,1077,1260
ENSG00000289698.1,4,1,4,8,3,4
ENSG00000155749.13,5,6,8,7,5,4
ENSG00000115993.13,2566,2887,3023,2860,2594,3640
ENSG00000082146.13,5348,6351,5862,5890,6138,7020
ENSG00000213090.2,7,5,3,7,7,8
ENSG00000202008.1,0,0,0,0,0,0
ENSG00000155754.15,5,4,4,9,11,2
ENSG00000234842.1,0,0,0,0,0,0
ENSG00000224299.1,0,0,0,0,0,0
ENSG00000227736.1,0,0,0,0,0,0
ENSG00000224590.1,0,0,0,0,0,0
ENSG00000234731.2,0,0,0,0,0,0
ENSG00000249177.1,0,0,0,0,0,0
ENSG00000227841.1,0,0,0,0,0,0
ENSG00000155755.20,4654,5811,5101,5581,5531,6146
ENSG00000241790.2,0,0,0,0,0,0
ENSG00000287133.1,1,4,3,2,1,3
ENSG00000082126.18,0,0,0,1,1,2
ENSG00000222972.1,0,0,0,0,0,0
ENSG00000003393.16,4376,5439,5259,5847,4461,6030
ENSG00000230799.1,0,1,3,5,1,1
ENSG00000138395.17,2,9,2,6,4,9
ENSG00000202137.1,0,0,0,0,0,0
ENSG00000231124.1,4,1,0,0,4,0
ENSG00000212184.1,0,0,0,0,0,0
ENSG00000289026.1,14,25,15,23,8,12
ENSG00000273209.1,17,41,27,47,49,27
ENSG00000155760.3,13126,21563,15452,20623,17949,18170
ENSG00000182329.14,28,15,22,18,11,42
ENSG00000222035.4,0,3,0,2,2,1
ENSG00000287041.1,0,1,1,2,2,3
ENSG00000231903.1,0,3,5,3,1,7
ENSG00000227890.1,1,0,0,0,1,0
ENSG00000223825.5,7,11,8,11,7,10
ENSG00000116030.17,12200,14273,13689,13159,14431,16407
ENSG00000224463.1,0,3,0,0,3,5
ENSG00000055044.11,5362,6628,6326,6464,5714,7688
ENSG00000212534.1,0,0,0,0,0,1
ENSG00000212309.1,0,0,0,0,0,0
ENSG00000271852.1,0,1,0,0,0,1
ENSG00000238317.2,5,4,2,4,3,6
ENSG00000286223.1,5,7,10,10,7,8
ENSG00000264275.1,0,0,0,0,0,0
ENSG00000226261.1,2,1,0,1,0,0
ENSG00000272966.1,0,0,0,0,0,0
ENSG00000242696.3,0,0,0,0,0,0
ENSG00000273456.2,45,59,38,44,45,59
ENSG00000204217.16,3237,4409,4021,4132,3361,4461
ENSG00000289490.1,0,0,0,0,0,0
ENSG00000270915.1,1,1,0,0,0,2
ENSG00000236047.1,2,0,3,5,1,1
ENSG00000223619.1,0,0,0,0,0,0
ENSG00000233888.2,0,0,0,0,0,0
ENSG00000235433.1,0,0,0,0,0,2
ENSG00000237542.1,0,0,0,0,0,0
ENSG00000233134.1,0,0,0,0,0,0
ENSG00000241221.2,0,0,0,0,0,0
ENSG00000227454.2,0,0,0,0,0,0
ENSG00000233311.1,0,0,0,0,0,0
ENSG00000138439.12,3617,4418,4528,4298,3838,4862
ENSG00000163596.17,546,697,632,688,614,781
ENSG00000240761.2,0,0,0,0,0,0
ENSG00000233579.1,1,2,2,0,0,3
ENSG00000138442.11,5060,6235,6014,6422,5722,7028
ENSG00000138380.18,346,493,379,457,294,464
ENSG00000232479.2,6,17,5,8,11,14
ENSG00000270664.1,0,0,0,0,0,0
ENSG00000144426.19,1316,2225,1847,2035,1181,1799
ENSG00000232994.1,0,0,0,1,0,2
ENSG00000202059.1,0,0,1,0,0,0
ENSG00000228513.1,2,0,0,0,1,0
ENSG00000225124.1,0,0,0,0,0,0
ENSG00000204196.5,0,0,0,0,0,0
ENSG00000289294.2,127,149,142,138,157,172
ENSG00000119004.17,1216,1583,1292,1528,1190,1486
ENSG00000264041.2,0,0,0,0,0,0
ENSG00000238285.1,1,0,1,0,1,0
ENSG00000138443.17,6616,7139,7971,7062,7174,9071
ENSG00000256458.1,0,0,2,0,0,0
ENSG00000173166.18,397,496,447,507,316,502
ENSG00000233459.1,0,6,2,1,3,2
ENSG00000233031.1,0,0,0,0,0,0
ENSG00000178562.18,2,4,3,0,2,5
ENSG00000224791.1,15,17,17,23,31,10
ENSG00000213925.3,1,2,0,0,1,2
ENSG00000206970.1,0,0,0,0,0,0
ENSG00000163599.18,0,0,0,0,0,0
ENSG00000163600.13,0,0,0,0,0,0
ENSG00000235951.1,0,0,0,0,0,0
ENSG00000234714.1,2,0,2,3,0,4
ENSG00000237271.2,0,0,0,0,0,0
ENSG00000236681.1,0,1,2,0,1,0
ENSG00000225304.1,0,0,0,0,0,0
ENSG00000236634.1,0,0,0,0,0,0
ENSG00000237843.2,8,18,11,10,8,15
ENSG00000116117.20,2757,3308,3261,3483,2909,4046
ENSG00000287524.1,0,0,0,0,0,0
ENSG00000223890.1,0,0,0,3,2,0
ENSG00000118257.17,19355,21761,22230,24356,22159,26514
ENSG00000225216.6,4,10,8,13,8,3
ENSG00000201875.1,0,0,0,0,0,0
ENSG00000213739.3,0,0,0,0,0,0
ENSG00000225610.1,0,0,0,1,0,0
ENSG00000114933.16,869,1257,1268,1393,790,1196
ENSG00000252485.1,0,0,0,1,0,0
ENSG00000207386.1,0,0,0,0,0,0
ENSG00000237041.1,0,0,0,0,0,0
ENSG00000227946.3,27,55,56,52,52,68
ENSG00000023228.15,8412,11019,9919,10858,9497,11309
ENSG00000231955.1,0,0,0,0,0,0
ENSG00000237580.1,0,0,0,0,0,0
ENSG00000114942.15,51395,66045,54915,63024,71921,69100
ENSG00000277502.1,0,0,0,0,0,0
ENSG00000281780.1,0,0,2,0,0,0
ENSG00000207047.2,0,1,2,0,1,0
ENSG00000207406.1,0,0,0,0,0,0
ENSG00000183671.13,5,2,5,5,6,2
ENSG00000279220.4,0,0,0,0,0,0
ENSG00000222496.1,0,0,0,0,0,0
ENSG00000159186.4,0,0,0,0,0,0
ENSG00000224070.1,0,0,0,0,0,0
ENSG00000252716.1,0,0,0,0,0,0
ENSG00000204186.11,1246,1735,1705,1847,1050,1820
ENSG00000180105.11,0,0,0,0,0,1
ENSG00000234491.1,3,5,11,10,1,7
ENSG00000114948.13,1423,1806,1713,1795,1868,2164
ENSG00000228577.1,2,5,2,9,2,9
ENSG00000231653.1,0,0,0,0,0,0
ENSG00000235118.9,0,0,1,0,0,0
ENSG00000232125.5,0,0,0,0,0,0
ENSG00000213083.3,0,0,0,0,0,0
ENSG00000207319.1,0,0,0,0,0,0
ENSG00000138400.13,230,210,250,165,231,292
ENSG00000118246.14,4751,5529,5316,5533,4947,6570
ENSG00000283469.1,0,0,0,0,0,0
ENSG00000263468.1,0,0,0,0,0,0
ENSG00000229321.2,10,24,27,24,24,37
ENSG00000260171.1,0,0,0,0,0,0
ENSG00000144410.5,6,4,4,8,1,11
ENSG00000118263.16,1008,1025,1197,1136,961,1439
ENSG00000253008.2,0,0,0,0,0,0
ENSG00000237892.1,3,4,3,6,6,11
ENSG00000229647.3,5,1,2,3,2,1
ENSG00000277590.1,0,0,0,0,0,0
ENSG00000224342.1,0,0,0,0,0,0
ENSG00000234902.6,0,5,3,4,3,0
ENSG00000286568.1,0,0,0,0,0,0
ENSG00000225916.1,0,0,0,0,0,0
ENSG00000240440.1,0,0,1,0,2,0
ENSG00000223725.6,2,4,4,4,4,5
ENSG00000225064.1,0,0,0,0,0,0
ENSG00000221628.1,0,0,0,0,0,0
ENSG00000118260.15,4471,5986,5477,5269,4628,6127
ENSG00000144401.14,2103,2640,2396,2338,2393,2909
ENSG00000223433.1,0,0,0,0,0,0
ENSG00000224137.2,1,0,0,0,0,0
ENSG00000199251.1,0,0,0,0,0,0
ENSG00000213082.3,15,13,9,10,23,8
ENSG00000200764.1,0,0,0,0,0,0
ENSG00000163249.13,4075,5078,4579,4664,4985,5492
ENSG00000272851.1,0,0,0,0,0,0
ENSG00000284079.1,0,0,0,0,0,0
ENSG00000163251.4,68525,94271,80573,85585,81746,94316
ENSG00000178385.15,7024,10810,8169,10179,7712,9497
ENSG00000225111.3,12,18,13,17,3,26
ENSG00000212246.1,0,0,0,0,0,0
ENSG00000185078.3,1,6,7,6,6,7
ENSG00000251941.1,0,0,0,0,0,0
ENSG00000224839.1,6,3,3,5,6,5
ENSG00000289422.2,0,0,1,0,1,2
ENSG00000290929.1,0,0,0,0,0,0
ENSG00000229150.3,0,0,0,0,0,0
ENSG00000118231.5,5,8,9,6,8,14
ENSG00000163254.5,1,0,0,1,1,0
ENSG00000224529.1,0,0,0,0,0,0
ENSG00000182187.4,0,0,0,0,0,0
ENSG00000168582.5,0,3,0,0,0,0
ENSG00000188674.11,1,0,1,1,3,0
ENSG00000233869.1,0,0,0,0,0,0
ENSG00000228111.1,1,0,0,0,0,0
ENSG00000138413.14,40196,51992,45570,49441,44966,54241
ENSG00000231908.2,35,52,46,58,59,81
ENSG00000115020.17,4151,5421,5080,5728,3695,5795
ENSG00000228380.1,0,0,0,1,0,0
ENSG00000144407.10,13,11,25,5,14,25
ENSG00000213081.3,0,0,0,0,0,0
ENSG00000227430.1,0,0,0,0,0,0
ENSG00000231896.1,0,0,0,0,0,0
ENSG00000232409.1,0,0,0,0,0,0
ENSG00000287662.1,0,0,0,0,0,0
ENSG00000202164.1,0,0,0,0,0,0
ENSG00000235864.1,0,0,0,0,0,0
ENSG00000232799.1,0,0,0,0,0,0
ENSG00000240286.1,0,0,1,0,0,0
ENSG00000229670.2,1,1,1,2,1,2
ENSG00000289113.1,0,0,0,0,0,0
ENSG00000286249.1,0,0,0,0,0,0
ENSG00000078018.22,2380,2555,2728,2157,2162,3308
ENSG00000222317.1,1,0,3,0,1,2
ENSG00000144406.19,98,40,110,44,75,119
ENSG00000237194.1,0,3,2,2,1,1
ENSG00000197713.15,3682,4678,4356,4413,3879,5126
ENSG00000144445.17,693,833,776,828,651,853
ENSG00000272807.1,5,10,14,10,11,11
ENSG00000229127.2,5,10,1,3,10,7
ENSG00000231063.1,0,2,0,0,2,0
ENSG00000279317.4,2,1,6,0,2,2
ENSG00000115361.8,7,12,15,5,13,16
ENSG00000199203.1,0,0,0,0,0,0
ENSG00000168530.16,0,0,0,0,1,0
ENSG00000234281.5,1,2,4,1,1,1
ENSG00000115365.13,4409,4875,5042,4458,4290,5937
ENSG00000021826.18,242,251,293,274,226,374
ENSG00000288732.2,0,0,0,0,0,0
ENSG00000280837.1,0,0,0,0,0,0
ENSG00000271074.1,0,0,0,0,0,0
ENSG00000231017.1,0,0,0,0,0,0
ENSG00000178568.16,226,118,247,128,213,290
ENSG00000199585.1,0,0,0,0,0,0
ENSG00000232631.1,0,0,0,0,0,0
ENSG00000236007.1,0,0,0,0,0,0
ENSG00000221782.1,0,0,0,0,0,0
ENSG00000273118.1,0,1,0,1,0,0
ENSG00000234308.3,0,0,0,0,0,0
ENSG00000231254.2,0,0,0,0,0,0
ENSG00000223373.1,0,1,0,1,0,0
ENSG00000283637.1,0,0,0,0,0,0
ENSG00000266354.1,0,0,0,0,0,0
ENSG00000286965.1,0,3,6,2,0,3
ENSG00000030419.17,699,1037,820,902,708,957
ENSG00000270659.2,42,65,61,52,40,45
ENSG00000236193.3,0,0,0,0,0,0
ENSG00000289002.2,2,0,0,0,0,0
ENSG00000272519.1,0,1,1,5,1,0
ENSG00000196096.3,4,5,5,1,3,2
ENSG00000144451.20,1544,1819,2029,1708,1509,2172
ENSG00000265734.1,0,0,0,0,0,0
ENSG00000197585.10,9,11,7,7,10,10
ENSG00000213917.2,1,3,1,0,0,4
ENSG00000174453.10,0,4,2,1,1,6
ENSG00000224257.1,0,0,0,0,0,0
ENSG00000177261.8,0,0,0,0,0,0
ENSG00000138376.11,1570,2115,1917,2011,1762,2162
ENSG00000229267.3,71,77,77,59,47,68
ENSG00000207274.1,0,0,0,0,0,0
ENSG00000230076.1,459,455,535,576,664,531
ENSG00000144452.15,1044,2413,1218,2320,1688,1408
ENSG00000227769.7,1,1,3,1,2,0
ENSG00000286836.1,2,2,1,1,0,1
ENSG00000237571.1,0,1,0,0,0,0
ENSG00000138363.15,17798,21400,20929,19555,22026,25656
ENSG00000115414.21,1115349,1730192,1360401,1626545,1310109,1584449
ENSG00000230695.2,4,6,4,5,10,5
ENSG00000225166.2,0,0,1,1,0,0
ENSG00000228618.1,1,0,2,0,0,0
ENSG00000234938.2,0,0,0,0,0,0
ENSG00000237525.7,11,13,10,12,6,9
ENSG00000227981.2,1,0,0,1,0,0
ENSG00000235770.6,1424,1703,1712,1617,1475,2082
ENSG00000230838.2,0,6,5,5,4,3
ENSG00000288791.1,0,0,0,0,0,1
ENSG00000216721.3,0,2,1,0,1,0
ENSG00000227824.1,0,0,0,0,0,0
ENSG00000226276.1,3,3,8,3,6,8
ENSG00000118242.17,1751,2323,1935,1842,2039,2273
ENSG00000115425.14,866,1144,1118,1282,1046,1251
ENSG00000163449.11,566,343,610,351,455,679
ENSG00000079246.16,75228,87132,80881,81909,84063,99203
ENSG00000232970.1,0,2,0,0,0,0
ENSG00000236478.2,0,0,0,0,0,2
ENSG00000279348.1,661,905,752,769,595,863
ENSG00000260804.3,1019,1467,1202,1359,1492,1446
ENSG00000144583.5,177,89,200,111,132,241
ENSG00000231092.1,2,0,0,0,0,0
ENSG00000233581.1,0,0,0,0,0,0
ENSG00000207303.1,0,0,0,0,0,0
ENSG00000235042.1,0,0,1,0,0,0
ENSG00000290060.1,0,0,0,0,0,0
ENSG00000138375.14,2742,3352,3200,3415,3124,3699
ENSG00000232485.4,16,29,24,23,25,32
ENSG00000241520.1,2,5,2,4,1,0
ENSG00000197756.10,77568,92900,89917,96316,118705,112046
ENSG00000224391.1,1,1,0,0,3,1
ENSG00000225794.3,3,1,4,2,3,3
ENSG00000235444.2,0,0,0,2,0,0
ENSG00000115457.10,42313,49448,43738,49983,64498,57332
ENSG00000115461.5,16750,20648,20192,23080,23855,24001
ENSG00000233143.4,42,37,40,33,39,66
ENSG00000237930.1,0,0,0,0,0,0
ENSG00000222832.1,0,0,0,0,0,0
ENSG00000234588.1,0,0,0,2,0,0
